name,address,install_date,designation_date,artist,latitude,longitude,zip_code,type,description_of_artwork
Belmont & Kedzie,3141-3199 n. Kedzie,2013,Unknown,Justus Roe,41.93872608,-87.70750408,60618,Mural,abstract landscape painting
reckless behavior,1601 W. Chicago Ave; Chicago IL 60622,2017,Unknown,Persue,41.89596285,-87.6673493,60622,Mural,mural
Passage of souls,2598 S Ridgeway Ave,2015,Unknown,Jay Jasso,41.84442031,-87.71860171,60623,Mural,Colorful indigenus style mural made with paint a journey from the living to the atler world with skulls.
King of Peace,5804–5856 South Damen Ave,2018,Unknown,Cyd Smillie with Arts Alive Chicago,41.7882892,-87.67428131,60636,Mural,Cyd Smillie worked with Henderson Elementary students and faculty on the theme of peace for two corresponding murals on the walls of the Damen underpass—Messages on the east side; and King of Peace on the west side. King of Peace was designed by Henderson Elementary art teacher Darrell Pulliam; while Cyd Smillie designed Messages with the Henderson students.
63rd and Infinity,833 West 63rd St,nan,Unknown,Max Sansing,41.77962053,-87.6461237,60621,Mural,In creating the mural with spray paint for Boombox Englewood; Matt Sansing has depicted a silhouette of a different Chicago skyline; featuring elements within the surrounding blocks in Englewood. This location is one of four Boombox installations across the city managed by Latent Design. This project was realized in partnership with the People Plazas program of the Chicago Department of Transportation’s Make Way for People initiative; and the Department of Planning and Development’s Retail Thrive Zone program.
Re:Thinking,5299 W Ainslie Street,2014,Unknown,Cyd Smillie,41.96912057,-87.75960758,60630,Mural,Painted mural on the north wall of Up/Metra underpass. It features a figure in blue with bobbles emanating from the head. Inside 30 of the bubbles are ;science; images. As the mural extends outward from the center at both ends there is some digital code and finally the universe. This mural was funded by local businesses and painted with the help of community residence.
Letter P,1765 N Elston Ave,2019,Unknown,Marry Tonnu,41.91474261,-87.66497833,60642,Mural,None
Mother Nature,2712 South Sawyer Ave,2017,Unknown,Chema Skandal,41.84224508,-87.706336,60623,Mural,This mural was created by Yollocalli Public Art Interns along with teaching Artists Chema Skandal and Joseph J. Mora. The mural depicts a girl surrounded by greenery and patterns; bringing life to the wall.
Uptown Love,4615 N Clifton Avenue,2019,Unknown,Justin Weidl,41.96589726,-87.65871665,60640,Mural,None
Beacon of Light,2153 South Millard Ave,2006,Unknown,Rahmaan Statik,41.85244347,-87.71609412,60623,Mural,None
Descending To Heavan,710 S Wabash,2015,Unknown,Darryll Schiff,41.87291134,-87.62610847,60605,Mural,The vinyl mural is 24 x 56 photograph entitled ;Descending to Heaven.; Schiff;s project was completely funded with a Kickstarter campaign by the people within the community and will help add to WAC and Chicago;s growing artistic reputation. The piece is a reimagining of Jitish Kallat;s;Public Notice 3;;based on comments regarding the evolution and devolution of religious tolerance over the last two centuries.
untitled,1741 W. Chicago Ave; Chicago IL 60622,2017,Unknown,EELCO,41.89589515,-87.67140623,60622,Mural,fa;ade mural
Unknown,1551 W Homer Street,2018,Unknown,Afrokilla,41.91720864,-87.66683738,60642,Mural,Afrokilla is a Chicago-based artist jamming out public art murals; live painting at events; and creating art pieces with raw; colorful expression that bursts out of every piece.
Harmony,525 S State St.,2015,Unknown,Ben Eine,41.87517906,-87.62747379,60605,Mural,London-based artist; Ben Eine; uses brightly colored lettering in his signature circus-y font to create his mural; Harmony; stretching 240 feet long and 30 feet tall; with its base starting about 17 feet off the ground.
Standing Wave,1001 S. State,2016,Unknown,Justus Roe,41.86983981,-87.62733224,60605,Mural,(Photo Credit: Sandra Steinbrecher) While working on this project Justus Roe stated; ;All of my pieces are inspired by a combination of the location; the audience; and my own aesthetic style and progression. The work is an abstraction of metropolitan landscapes and experiences executed through a learned; but spontaneous improvisational style done in the moment.; ;  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
Where We Come From...Where We're Going,1535 East 56th St,1992,Unknown,Olivia Gude,41.79324823,-87.58783258,60637,Mural,"Completed 1992. Artist Olivia Gude. Located on the viaduct of a METRA station; this mural is unique: it''s an oral history mural. The Artist interviewed passerbys at the site; asking them 'Where are you coming from? Where are you going?'"". Their varied answers formed the theme and design of the mural. From 1992"""
Far Beyond,2510 South Kildare Ave,2017,Unknown,Chema Skandal,41.84559878,-87.73122946,60623,Mural,Yollocalli Public Art Interns along with Teaching Artists Chema Skandal and Joseph J. Mora. The mural centers around a cougars head that is made up of many shapes giving it a very geometric look. The wall includes a wide array of colors and has a outterspace like background.
untitled,330 N MacChesney Court,2019,Unknown,Revise CMW,41.88761537,-87.62530112,60601,Mural,Nature found amidst the chaos and grit of the urban landscape. It's bright and alien with a lot of movement. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
untitled,25 E Monroe St,2017,Unknown,Raul Ra,41.88066939,-87.62680815,60603,Mural,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Follow Your Dreams,2845 S Komensky Ave,2018,Unknown,"Jospeh 'Sentrock'"" Perez""",41.839311,-87.725158,60623,Mural,"This mural is intended give students at Eli Whitney a reminder to no give up on their goals and to always follow their dreams. The mural depicts a cat holding a school diploma along with the phrase 'Follow your dreams'"""""
Fonte's World,173 n State St,2017,Unknown,Fonte,41.88519764,-87.62778079,60601,Mural,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Wild Life,1306 S Michigan,2017,Unknown,Eelco Van Den Berg,41.8655389,-87.62425739,60605,Mural,(Photo Credit: Sandra Steinbrecher) Wild life shows the animals in their changed habitat. Through the metaphor of today's society where we are packed up in it;s galaxy. All reaching for the same star.
Letter K,1907 N Mendell Street,2019,Unknown,Marry Tonnu,41.91695917,-87.66535085,60642,Mural,None
I Welcome Myself to a New Place,11235 South Cottage Grove Ave,1988,Unknown,Olivia Gude; Marcus Jefferson; and Jon Pounds,41.68989352,-87.61035692,60628,Mural,"Completed 1988. Artists Olivia Gude; Marcus Jefferson; and Jon Pounds. This collaborative mural was painted by a multi-generational group from Roseland and Pullman. The Artists worked with over 100 volunteers to create a mural that connects and unifies the two communities 'bridging the gap'"". From 1988"""
Untitled,2022 West Cermak Road,2016,Unknown,Chris Silva,41.8522701,-87.6768038,60608,Mural,None
Feed Your Child the Truth,819 E. 50th Street,1994,Unknown,Bernard Williams,41.803892,-87.60544,60615,Mural,Completed 1994. Artist Bernard Williams. Feed Your Child the Truth is a celebration of African-American arts and culture. Mural images include African masks; Reverend Jessie 'Ma' Houston; and other community members. From 1994
Triple Heart Bypass,2944 West 26th St,2015,Unknown,Chris Silva,41.84474582,-87.69949581,60623,Mural,This mural was created with 15 Yollocalli youth interns/collaborators with lead Artist Chris Silva in the summer of 2015.
Longroom West,1612 W Irving Park Rd #1,2013,Unknown,Justus Roe,41.95439275,-87.66958709,60613,Mural,abstract landscape painting
"'After Vivaldi'""""",5300 N Elston Ave,2014,Unknown,Cyd Smillie,41.97739667,-87.75546963,60630,Mural,Painted mural on both sides of Metra underpass on Elston. It features images of flore and fauna of the area thru the four season. This mural was funded by local businesses and painted with the help of community residents.
Welcome to Loyal Yolotl,2801 South Lawndale Ave,2013,Unknown,Lunar New Year,41.84059445,-87.71698352,60623,Mural,Led by Newark-based street Artist Lunar New Year; This mural was painted in the summer of 2014.
Norridge,8213 W Berwyn Ave,2019,Unknown,Justus Roe,41.97532879,-87.83234712,60656,Mural,abstract landscape painting
Under LSD Mural,4400 N Lake Shore Drive,2017,Unknown,Tony Passero,41.96202716,-87.64663966,60613,Mural,None
Monarch Odyssey,3036 W. Newport Ave,2020,Unknown,Christian  Estrada Paz,41.94391,-87.70361,60618,Mural,None
Las Puertas de Paseo Boricua,2716 West Division St,2017,Unknown,Sam Kirk,41.90305045,-87.6951529,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Alley of Dreams,2424 N Lincoln Ave,2018,Unknown,Mac Blackout,41.92593792,-87.64966458,60614,Mural,Mural on exterior ally wall of Lincoln Hall.
Letter A,1721 N Elston Ave,2019,Unknown,Marry Tonnu,41.91372879,-87.66422291,60642,Mural,None
Unknown,1551 W Homer Street,2018,Unknown,Sub(urban) Warrior,41.91720864,-87.66683738,60642,Mural,(sub)urban warrior is an artist working out of the Chicago suburbs with an urban vibe to her work. She is influenced by street art and fine art masters; and she blends the two genres together; paying homage to each of them in her own way.
I am you; you are me,634 S. Wabash,2016,Unknown,Ricky Lee Gordon,41.87366551,-87.62612548,60605,Mural,(Photo Credit: Sandra Steinbrecher) Ricky Lee Gordon is a self-taught artist born in Johannesburg; previously working under the pseudonym Freddy Sam. In this piece Gordon deals with non-duality and interconnectedness. While working on this piece Gordon state; ; I chose to paint the leather jacket to connect with the hide of the horse. Fashion has become a second skin . . .  it seems to be a way for us to feel included and give us a sense that we belong or fit in.; ;  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
Provocateurs Series,33 E. Congress,2014,Unknown,Retna,41.87557316,-87.62637611,60605,Mural,Columbia College Chicago has teamed up with Shepard Fairey (OBEY series; Obama HOPE) and three other Art Alliance: The Provocateurs artists to showcase their work in the Wabash Arts Corridor as part of the exhibition with Lollapalooza. Four of the top names in subversive street art;Shepard Fairey; Cleon Peterson; POSE; and RETNA;have used the corridor as their ;living urban canvas;; injecting provocative; large-scale artworks into one of Chicago;s major emerging art scenes. The outdoor art; as part of the Wabash Arts Corridor; will remain indefinitely. ;Street art and graffiti are no longer strictly defined as vandalism and deserves to be recognized as a valid and important art genre;; said Shepard Fairey; artist and curator of The Provocateurs. ;It challenges the notion that public space should be dominated by advertising and government signage. Columbia College and the City of Chicago have enthusiastically supported our outdoor mural project.;
Kaleidoscope of Hidden Worlds,100 West Fullerton Pkwy,2017,Unknown,Renee Robins,41.9262128,-87.63140532,60614,Mural,None
upnup,5347 N. Clark Street,2018,Unknown,Brett Whitacre,41.97941448,-87.66814328,60640,Mural,None
We are Titans,7212 N Clark Street,2019,Unknown,Chicago Math and Science Academy Art Students,42.01303498,-87.67485599,60626,Mural,None
Fly Higher,1901 South Wood St,2016,Unknown,"Jospeh 'Sentrock'"" Perez""",41.85585969,-87.67089948,60608,Mural,In the spring of 2016; a select group of street art students helped Sentrock complete this mural in Pilsen (just a few blocks from our mothership; the National Museum of Mexican Art).
Farmer's Market Mural,1815 W 95th St,2017,Unknown,Elaine Miller,41.72102669,-87.66812934,60643,Mural,None
Alley Wall Project,1401 W 18th St,2012,Unknown,Ricardo Martinez; FEDZ; Thomas; Axel,41.85776469,-87.66138509,60608,Mural,Thanks to Alderman Solis and his Art in Public Spaces Initiative; Yollocalli Youth have been able to create works of art in the alley by their 1401 W 18th street building.
Another Time Remembers my Passion's Humanity,3947 South Michigan Ave,1979,Unknown,Michelle Caton and Calvin Jones,41.82241688,-87.62303736,60653,Mural,None
King of the Streets,4600 N Magnolia Ave,2019,Unknown,Rodney Duran,41.96543519,-87.66117219,60640,Mural,None
Standing Wave,1001 S State St,2016,Unknown,Justus Roe,41.86983981,-87.62733224,60605,Mural,abstract landscape painting
People's Park Mural,6200 South Drexel Ave,2000,Unknown,Kristal Pacheco,41.7821713,-87.6044919,60637,Mural,2000. Artist K. Pacheco. This Woodlawn area mural highlights the important and influential people of the area.
Las Puertas de Paseo Boricua,2647 West Division St,2017,Unknown,Sam Kirk,41.90284248,-87.69383254,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
West Town in bloom,1914 W. Chicago Ave; Chicago IL 60622,2019,Unknown,Ouizi,41.89604998,-87.67526671,60622,Mural,mural
Letter W,1324 W Concord Place,2019,Unknown,Marry Tonnu,41.91240433,-87.66153051,60642,Mural,None
Muddy Waters Tribute,17 N State,2016,Unknown,Eduardo Kobra,41.88245665,-87.62770005,60602,Mural,(Photo Credit: Sandra Steinbrecher) Brazilian artist; Eduardo Kobra specializes in ;memory walls;; meaning  that are specific to the community in which he is painting and evoke a certain nostalgia within the residents of that specific area. Chicago;s ;memory wall; depicts legendary blues musician; Muddy Waters; was the perfect icon for this monumental wall. The creation of this mural was a team effort and thanks go to several people; including Marc Realty; Beauty and Brawn Gallery & Think Space!
Airplanes,2900 W. Chicago Ave,2020,Unknown,Diego Aguilar,41.895811,-87.699483,60622,Mural,Paint
Hands In Solidarity; Hands In Freedom,37 South Ashland Ave,1997,Unknown,Daniel Manrique Arias,41.88026691,-87.66661644,60607,Mural,Artist Daniel Manrique Arias. 1997. Also known as the Cross-Border Community/Labor Mural Project. The mural is located on the United Electrical Workers Union Hall and was completed with the help of young Chicago Artists. From 1997
Coles,2338 N Milwaukee Ave,2018,Unknown,Justus Roe,41.92359712,-87.69871397,60647,Mural,abstract landscape painting
The Love I Vibrate,3245 North Halstead Street,2017,Unknown,Sandra Antongiorgi; Andy Bellomo; and Sam Kirk,41.94130275,-87.64916269,60657,Mural,Located at the Howard Brown Health Center; the mural features an image of holistic healer and interdisciplinary artist Kiam Marcelo Junio; and pays tribute to the countless artsits; hard-working activists; healers; teachers; leaders; and queers who work to bring the community together.
Peace Mural Project (Phase II)- We Pledge Allegiance Mural,4918 W. 64th Street,2014,Unknown,Nicole Beck,41.77665106,-87.74555108,60638,Mural,We worked together collaboratively in this art program and became friends. We learned how to express ourselves through art when we created designs about how to respect nature here in Illinois. We learned to work as a team creating this beautiful gift to our school; our garden and our playground. We created a peaceful space for nature & play. This mural was inspired by this garden and our playground at Fleming that is right across the street from Midway Airport. Last year;s mosaics were about Peace. This year;s mural was about nature and taking care of nature. We designed a mural that is based on the American Flag covered in patterns and images from Midwestern birds; insects;
Las Puertas de Paseo Boricua,2735 West Division St,2017,Unknown,Reynaldo Rodriguez,41.90282362,-87.69583673,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Preventing WWIII,2350 West 18th St,1980,Unknown,Marcos Raya,41.85743699,-87.68541235,60608,Mural,None
Untitled,4615 N Clifton Ave,2019,Unknown,Anthony Lewellen,41.96589726,-87.65871665,60640,Mural,None
The Wave,619 S. Wabash,2017,Unknown,Andrea Dunn,41.8739881,-87.62583967,60605,Mural,"(Photo Credit: Columbia College Chicago) 'The Wave'"" is part of a larger series called ;Plastic Paradise;; which explores the relationship of man-made materials and natural landscapes. In the series; plastic bags are carefully sculpted into abstract scenes through posing and lighting. This specific image gives the illusion of depth to the building''s facade while the vibrant blues bring energy to the city block. Andrea Dunn was the winner of the 2016 People;s Choice WAC mural; and also won the alumni design contest for the photo project that hangs above the new ShopColumbia."""
The People of the Garden,4211 West Diversey Ave,2018,Unknown,Jeff Zimmermann,41.93161734,-87.73192907,60639,Mural,Celebrated nationally and internationally for his murals; Zimmermann uses pop culture imagery; combined with thoughtful portraits of everyday residents; to celebrate and comment on the communities he memorializes in his murals.
Hawthorne,3319 N Clifton Ave; Chicago; IL 60657,2019,Unknown,Justus Roe,41.94228994,-87.65767253,60657,Mural,abstract landscape painting
Calling Forth the Spirit of Peace,3200 West North Ave,1993,Unknown,Jeffery Cook and Phil Schuster,41.9102243,-87.70703651,60647,Mural,Completed 1993. Artists Jeffery Cook and Phil Schuster. This cement relief mural is located on the wall of the Illinois National Guard Armory. The artists worked with a youth team; who helped them decide the mural should reflect a message of peace; an important message for the violence filled neighborhood and the United States Military. From 1993
Bison,4654 North Broadway,2019,Unknown,Rodney Duran,41.96675345,-87.65849862,60640,Mural,None
Sauganash Mural Project; South Wall,4300 W. Peterson Avenue,2013,Unknown,Todd Osborne and Tracy VanDuinen,41.99014944,-87.73627807,60646,Mural,None
untitled,1916 W. Chicago Ave; Chicago IL 60622,2019,Unknown,Amuse126,41.89604872,-87.67535123,60622,Mural,fa;ade mural
Chicago Christian Industrial League Mural & Bricolage,1146 South California Ave,2008,Unknown,Damon Reed,41.86689419,-87.69605988,60612,Mural,None
untitled,1913 W. Chicago Ave; Chicago IL 60622,2017,Unknown,Lauren Asta,41.8958323,-87.67514009,60622,Mural,fa;ade mural
MAKE,1549 N Bell Ave,2011,Unknown,Chad Kouri,41.91000379,-87.68340625,60622,Mural,None
Aren't I A Womyn?,1147 North Western Ave,1993,Unknown,Dzine and Olivia Gude,41.90262318,-87.68686934,60622,Mural,"Artist Dzine and Olivia Gude. 1993. This spraypaint and acrylic mural is located at Clemente High School. The 107 ft. mural includes text and images that celebrate the strength of 'Third world women'"". From 1993"""
Letter S,1411 W Wabansia Ave,2019,Unknown,Marry Tonnu,41.91327975,-87.66306441,60642,Mural,None
Si Se Puede,13th and Michigan,2017,Unknown,Sam Kirk,41.865789,-87.62472,60605,Mural,None
Pajaro Cosmico,1600 South Ashland Ave,2013,Unknown,REMED,41.85955978,-87.66634385,60608,Mural,This mural was painted by Yollocalli youth & lead Artist REMED in the summer of 2013 through Pilsen's Art in Public Places Initiative.
Scully on Clark,4913 N Clark Street,2016,Unknown,Sam Ramirez,41.97215652,-87.6677201,60640,Mural,None
Memory Masks,1525 West 60th St,1992,Unknown,Marcus Akinlana,41.78483675,-87.66307056,60636,Mural,"Completed 1992. Artist Marcus Akinlana. The three large scale 'Memory Masks'""; located on the exterior of the Boulevard Arts Center; represent the tri-cultural heritage prevalent amoung Chicago''s population."""
Baseball Rules,430 W 35th Street,2016,Unknown,Cyd Smillie,41.83097343,-87.63749845,60616,Mural,The south wall; ;Baseball Rules; is based on a movie quote; ;There is only three rules in baseball: you throw the ball; you hit the ball; you catch the ball; with images of Jack McDonald pitching; Frank Thomas hitting and Carleton Fisk; and Dwayne Wise.
Letter F,1304 W Cortland Street,2019,Unknown,Marry Tonnu,41.91719946,-87.66038688,60642,Mural,None
Untitled,527 S. Wells,2016,Unknown,Ella & Pitr,41.87508903,-87.63349916,60607,Mural,(Photo Credit: Sandra Steinbrecher) While working on this project Ella + Pitr stated; ;Our inspiration for the Native American of Chicago is the roots of America. Chicago is an old native name and the story of the city is directly linked with native people; ;  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
Loop Tattoo,63 East Lake St,2005,Unknown,Johanna Poethig,41.8856197,-87.62576044,60601,Mural,Artist: Johanna Poethig. 2005.
Community Sparks Innovation,4101 N Broadway,2020,Unknown,Brandin Hurley,41.95717,-87.65202,60613,Mural,None
Woodlawn Gateway at 65th,1415 East 65th St,2018,Unknown,Green Star Movement,41.77682307,-87.5902564,60637,Mural,Green Star Movement; with the help of approximately 500 volunteers; created this mosaic to celebrate the Woodlawn neighborhood and its culture. Elaborate portraits of notable figures; including Barack Obama; Michelle Obama; and singer Minnie Riperton are shaped out of tile. Photographs embedded in the material memorialize other former residents—including Emmett Till and Muhammad Ali. Further highlighting Woodlawn’s rich history; imagery from the front page of the Chicago Crusader; a newspaper headquartered in the neighborhood; is prominently displayed within the mosaic.
Grow and Flow,1319 W Wilson Avenue,2020,Unknown,Molly Z,41.9652373,-87.6633694,60640,Mural,The Public Barber
untitled,25 E Monroe St,2017,Unknown,Rojo,41.88066939,-87.62680815,60603,Mural,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Who Do You Love?,72 E. 11th Street,2016,Unknown,Tarachy,41.86940381,-87.62483711,60605,Mural,(Photo Credit: Sandra Steinbrecher) While working on this project Tararchy stated; ;The images of people at peace; in yoga poses; are meant to inspire and suggest peace. The snake is a rich symbol in our collective unconscious and is meant as a reminder of our ;dark-side;-  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
"'Take off'""""",1857 W Chicago Ave,2018,Unknown,Bunny!XLV (AKA James Nienhuis),41.89584436,-87.67441024,60622,Mural,Mural titled ;Take Off; commissioned by property owner to add to the already colorful stretch of Chicago Avenue in Ukranian Village. The elephant is as a symbol of good luck. Also; a nod to Save The Elephant.
Home of the Heart,2801 South Ridgeway,nan,Unknown,REMED,41.84057466,-87.71820602,60623,Mural,None
rise & shine,1760 W. Chicago Ave; Chicago IL 60622,2016,Unknown,Collaboration: Lie and Lucx,41.89610267,-87.67211595,60622,Mural,mural
Under City stone,5506 South Lake Park Ave,1972,Unknown,Carol Yasko,41.79493407,-87.58773626,60637,Mural,None
Your Place or Mime?,251 N. Garland Court,2019,Unknown,Afrokilla,41.88649773,-87.6251595,60601,Mural,"This mural is dedicated to '2019 Year of Chicago Theatre'"" depicting two mimes that each represent happy and sad emotions through theatre. The skull is a representation of spiritual connectivity; a signature mark by Chicago artist; Afrokilla. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation."""
Resist,3522 N. Halsted St.,2020,Unknown,Afrokilla,41.945984,-87.649499,60609,Mural,"Paint - The word 'RESIST'"" with rainbow detail"""
Unknown,1551 W Homer Street,2018,Unknown,Blake Jones,41.91720864,-87.66683738,60642,Mural,Blake Jones is an artist that works with bright colors; animated characters; and so much creativity that shows throughout his artwork
Las Puertas de Paseo Boricua,2554 West Division St,2017,Unknown,John Vergara,41.90308144,-87.6916373,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
North Center,4015 N Maplewood Ave,2019,Unknown,Justus Roe,41.95448986,-87.69193459,60618,Mural,abstract landscape painting
Letter O,1690 N Elston Ave,2019,Unknown,Marry Tonnu,41.91290391,-87.66394498,60642,Mural,None
Seiche,1400 w. Estes st.,2013,Unknown,Justus Roe,42.01167188,-87.66589537,60626,Mural,abstract landscape painting
Bidi Bidi Bom Bom,2506 South Kedzie Ave,2014,Unknown,Pop Up Mural Shop,41.84607182,-87.70523412,60623,Mural,This Selena-inspired mural was created by Yollocalli youth interns Joe Mora; Gilberto Sandoval; Fatima Garcia & Gabriela Ibarra; aka the Pop Up Mural Shop;  in the summer of 2014.
Galeria del Barrio,1302 West 16th St,1972,Unknown,Aurelio Diaz,41.85983376,-87.65907732,60608,Mural,None
Rectangular Women,619 S. Wabash,2017,Unknown,Ivan Brunetti,41.8739881,-87.62583967,60605,Mural,"(Photo Credit: Columbia College Chicago) I was obsessed for a time with creating a statuesque yet cartoon-like image 'drawn'"" with painter''s tape; using only perpendicular and parallel lines (and no diagonals); in which the wall color served also as the line. I also hoped the boxiness of the resulting image would interact playfully with all the nearby architecture. This piece was created specifically for the new ShopColumbia space."""
Slime Mountain,623 S. Wabash,2015,Unknown,Heidi Unkefer,41.87390846,-87.62583771,60605,Mural,Columbia alumni; Heidi Unkefer; composes her largest mural to date in her signature illustrative style.  Heidi was chosen as the winner of the second WAC alumni competition hosted by Columbia College Chicago.
High Tide,777 S. State,2016,Unknown,Amuse 126,41.87185333,-87.62738022,60605,Mural,(Photo Credit: Sandra Steinbrecher) AMUSE 126; a Chicago native; lures an unaware audience into a new dimension of abstract typography and illustrative design with his murals.  Chicago Truborn Gallery and Group Fox partnered with the Wabash Arts Corridor to bring this piece to life as part of the inaugural Big Walls festival!
The Valley North,1551 S Blue Island Ave,2019,Unknown,Justus Roe,41.86038369,-87.65883644,60608,Mural,abstract landscape painting
A Time To Unite,4043 South Drexel Blvd,1976,Unknown,Calvin Jones; Justine Devan; and Mitchell Caton,41.82040592,-87.6044939,60636,Mural,"1976. Artists Calvin Jones; Justine Devan; and Mitchell Caton. A Time To Unite was created as a call to renew racial solidarity. The mural includes images of neighborhood residents in order 'to portray the historic unity of family; community; cultural heritage; and nation in the African-American tradition'"". From 1976"""
Come to Light,5659 North Lake Shore Dr,2011,Unknown,Brett Whitacre,41.98555677,-87.65336148,60660,Mural,Completed: 2011 Artist: Brett Whitacre Come to Light; was designed to represent a change in light over the course of a day and also the change that happens within each of us. From one wall to the next wall; The artist wanted the size; color; shape; and details of the piece to change as it traveled from one wall through the second and to the last one.
Tribute to the Fish of Lake Michigan,1400 W Pratt Blvd,2011,Unknown,Amanda Paulson,42.00547,-87.66628,60626,Mural,None
Fellows and Others Mural,3149 South Halsted St,1997,Unknown,Olivia Gude and Juan Angel Chavez,41.83665368,-87.64609834,60608,Mural,1997. Artists Olivia Gude and Juan Angel Chavez. This amazing mural spans over 2500 sq ft across the facade of the Fellowship House. The mural explores the theme of who is an other and who is considered a fellow. The mural deals with the issue of racism in the community. The end result is serious and meaningful but also fresh; colorful and energetic. From 1997
Skender,879 North Paulina Street,2019,Unknown,Justus Roe,41.89830361,-87.66965486,60622,Mural,abstract landscape painting
Unknown,1551 W Homer Street,2018,Unknown,Steve Seeley,41.91720864,-87.66683738,60642,Mural,Chicago-based painter Steve Seeley's wide-ranging tastes in comic books; superheroes and Japanese monsters (kaiju) along with his ability to combine those with an array of floral and natural elements results in a disparate; though pleasing; amalgamation that never gets boring.
History of the Packinghouse Worker,4859 South Wabash Ave,1974,Unknown,William Walker,41.80571322,-87.62421696,60615,Mural,Artist William Walker. 1974. This mural depicts the history of the Amalgamated Meatcutters and Butchers Workmen Union. It was one of the first public murals dealing with labor and worker's Unions. From 1974 (http://picasaweb.google.com/chicagopublicartgroup/1974?feat=embedwebsite)
Declaration of Immigration,1401 West 18th St,2009,Unknown,Salvador Jimenez,41.85776469,-87.66138509,60608,Mural,Created on Yollocalli's original building with Artist Sal Jimenez; this mural is a visual dedication to all immigrants and allies who have stood strong in the face of anti-immigrant rhetoric.
Tornado,72 E. 11th Street,2014,Unknown,Kristen Kula,41.86940381,-87.62483711,60605,Mural,Columbia College Chicago;s WAC Campus Committee launched a student and alumni competition in the spring of 2014 and Tornado by Kristen Kula was selected as one of the winners
Clark & Olive,5621 N. Clark St,2014,Unknown,Justus Roe,41.98417235,-87.66875579,60660,Mural,abstract landscape painting
Triangle is the Strongest Shape,N Lakewood Ave & W Albion Ave,2016,Unknown,Cole Pierce,42.002489,-87.663091,60626,Mural,Funded by the 49th Ward Participatory Budget project; Pierce's mural is an abstract geometric; pattern based piece of Op. Art. This mural features shifting color gradients and intuitive interuptions and in the pattern.
Sepia,3415 West Cermak Rd,2016,Unknown,Rahmaan Statik; Max Sansing,41.85156086,-87.71073393,60623,Mural,None
Riverfront Roots,231 W Harrison St,2019,Unknown,Ruben Aguirre,41.87436682,-87.63450824,60699,Mural,The mural is an abstract design with representations of plants; and the river. It is predominantly red; blue; and black.
Chrysanthemum Flower,3343 W Carroll Ave,2019,Unknown,Tracy Ostmann-Haschke,41.88735774,-87.71050023,60624,Mural,None
Las Puertas de Paseo Boricua,2550 West Division St,2017,Unknown,Josue Pellot,41.90308328,-87.69146702,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
