,artist,name,year_installed,address,zip_code,latitude,longitude,type,landmark_designation_date,description_of_artwork
144,Rahmaan Statik,The Great Wall of Chicago,2018,8701 South Vincennes Ave,60620.0,41.736157,-87.645218,Mural,,"In The Great Wall of Chicago, Statik situates portraits of Auburn Gresham residents in an environment that is both local and cosmic. Improving oneself and one’s community is a central and unifying theme."
146,"Jesus ""Chucho"" Rodriguez",Wall of Hope,2010,1856 South Loomis,60608.0,41.85615719,-87.66141803,Mural,,"Yollocalli students, along with Chucho created a powerful a mural titled, ""Wall of Hope"" for the local Pilsen organization, San Jose Obrero Mission. The mural displays awareness and commitment to the community."
147,Tracy Van Duinen,I Will...,0,4730 North Sheridan Rd,60640.0,41.96813738,-87.65495695,Mural,,"Artist: Tracy Van Duinen Assitant: Todd Osborne the images that make up the macro design reveal what takes place at the agency. This includes the psychiatric, social work, hip hop workshops, tech center, art and circus acrobatics programs. The figures are tracing from photographs taken from around the agency. The supporting text that surrounds these images competes their meaning. The words were collected from people working at every level from board members to the youth. The words also complete the title of the mural, I will... mentor, choose, grow, create, respect, inspire, etc."
148,A Zak,City Mindset,2020,1265 W Wilson Ave,60640.0,41.96525,-87.66192,Mural,,
149,Caroline Brown,Wagnolia Beach,2019,4600 N Magnolia Ave,60640.0,41.96543519,-87.66117219,Mural,,
150,"Northwest
Arts
Connection with AnySquared Projects
Tracy Kostenbader, Rosa Pineda, and Holiday Gerry",Becoming,2017,4400 West Roscoe St,60641.0,41.94271413,-87.73722091,Mural,,"Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question, “What does urban renewal or urban evolution mean to this area?”"
151,Eduardo Kobra,Vivian Maier,2017,1651-53 W North Ave,60622.0,41.91049264,-87.66975616,Mural,,
153,Marry Tonnu,Letter R,2019,1668 N Ada Street,60642.0,41.91266881,-87.66224173,Mural,,
154,Hector Duarte,Desenredando Fronteras (Unraveling Borders #2),2017,1306 S Michigan,60605.0,41.8655389,-87.62425739,Mural,,"(Photo Credit: Sandra Steinbrecher)I relate everything with this theme to immigration. The butterfly flies from Canada to Mexico. The butterflies fly freely, and the human being does not�they go and come back."
155,Justus Roe,Belmont & Kedzie,2013,3141-3199 n. Kedzie,60618.0,41.93872608,-87.70750408,Mural,,abstract landscape painting
156,Persue,reckless behavior,2017,"1601 W. Chicago Ave, Chicago IL 60622",60622.0,41.89596285,-87.6673493,Mural,,mural
157,Jay Jasso,Passage of souls,2015,2598 S Ridgeway Ave,60623.0,41.84442031,-87.71860171,Mural,,Colorful indigenus style mural made with paint a journey from the living to the atler world with skulls.
158,"Cyd Smillie with
Arts Alive Chicago",King of Peace,2018,5804–5856 South Damen Ave,60636.0,41.78828920000001,-87.67428131,Mural,,"Cyd Smillie worked with Henderson Elementary students and faculty on the theme of peace for two corresponding murals on the walls of the Damen underpass—Messages on the east side, and King of Peace on the west side. King of Peace was designed by Henderson Elementary art teacher Darrell Pulliam, while Cyd Smillie designed Messages with the Henderson students."
159,Max Sansing,63rd and Infinity,0,833 West 63rd St,60621.0,41.77962053,-87.6461237,Mural,,"In creating the mural with spray paint for Boombox Englewood, Matt Sansing has depicted a silhouette of a different Chicago skyline, featuring elements within the surrounding blocks in Englewood. This location is one of four Boombox installations across the city managed by Latent Design. This project was realized in partnership with the People Plazas program of the Chicago Department of Transportation’s Make Way for People initiative, and the Department of Planning and Development’s Retail Thrive Zone program."
160,Cyd Smillie,Re:Thinking,2014,5299 W Ainslie Street,60630.0,41.96912057,-87.75960758,Mural,,Painted mural on the north wall of Up/Metra underpass. It features a figure in blue with bobbles emanating from the head. Inside 30 of the bubbles are �science� images. As the mural extends outward from the center at both ends there is some digital code and finally the universe. This mural was funded by local businesses and painted with the help of community residence.
161,Marry Tonnu,Letter P,2019,1765 N Elston Ave,60642.0,41.91474261,-87.66497833,Mural,,
162,Chema Skandal,Mother Nature,2017,2712 South Sawyer Ave,60623.0,41.84224508,-87.706336,Mural,,"This mural was created by Yollocalli Public Art Interns along with teaching Artists Chema Skandal and Joseph J. Mora. The mural depicts a girl surrounded by greenery and patterns, bringing life to the wall."
163,Cyd Smillie,The Dream,2016,430 W 35th Street,60616.0,41.83097343,-87.63749845,Mural,,"Arts Alive Chicago spearheaded this massive mural project on 35th street that included over 200 volunteers and community members painting Cyd Smillie�s designs. The north wall, �The Dream� traces the dreams of a baseball fan learning how to play the game, hit the winning homerun and celebrating with a parade. This mural includes images of local architectural landmarks, the Sox mascot and long time organ player and many others."
164,Justin Weidl,Uptown Love,2019,4615 N Clifton Avenue,60640.0,41.96589726,-87.65871665,Mural,,
165,Rahmaan Statik,Beacon of Light,2006,2153 South Millard Ave,60623.0,41.85244347,-87.71609412,Mural,,
166,Darryll Schiff,Descending To Heavan,2015,710 S Wabash,60605.0,41.87291134,-87.62610847,Mural,,"The vinyl mural is 24 x 56 photograph entitled �Descending to Heaven.� Schiff�s project was completely funded with a Kickstarter campaign by the people within the community and will help add to WAC and Chicago�s growing artistic reputation. The piece is a reimagining of Jitish Kallat�s�Public Notice 3,�based on comments regarding the evolution and devolution of religious tolerance over the last two centuries."
167,EELCO,untitled,2017,"1741 W. Chicago Ave, Chicago IL 60622",60622.0,41.89589515,-87.67140623,Mural,,fa�ade mural
168,Afrokilla,,2018,1551 W Homer Street,60642.0,41.91720864,-87.66683738,Mural,,"Afrokilla is a Chicago-based artist jamming out public art murals, live painting at events, and creating art pieces with raw, colorful expression that bursts out of every piece."
169,Ben Eine,Harmony,2015,525 S State St.,60605.0,41.87517906,-87.62747379,Mural,,"London-based artist, Ben Eine, uses brightly colored lettering in his signature circus-y font to create his mural, Harmony, stretching 240 feet long and 30 feet tall, with its base starting about 17 feet off the ground."
170,Justus Roe,Standing Wave,2016,1001 S. State,60605.0,41.86983981,-87.62733224,Mural,,"(Photo Credit: Sandra Steinbrecher) While working on this project Justus Roe stated, �All of my pieces are inspired by a combination of the location, the audience, and my own aesthetic style and progression. The work is an abstraction of metropolitan landscapes and experiences executed through a learned, but spontaneous improvisational style done in the moment.� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016"
171,Olivia Gude,Where We Come From...Where We're Going,1992,1535 East 56th St,60637.0,41.79324823,-87.58783258,Mural,,"Completed 1992. Artist Olivia Gude. Located on the viaduct of a METRA station, this mural is unique: it's an oral history mural. The Artist interviewed passerbys at the site, asking them ""Where are you coming from? Where are you going?"". Their varied answers formed the theme and design of the mural. From 1992"
172,Chema Skandal,Far Beyond,2017,2510 South Kildare Ave,60623.0,41.84559878,-87.73122946,Mural,,Yollocalli Public Art Interns along with Teaching Artists Chema Skandal and Joseph J. Mora. The mural centers around a cougars head that is made up of many shapes giving it a very geometric look. The wall includes a wide array of colors and has a outterspace like background.
173,Revise CMW,untitled,2019,330 N MacChesney Court,60601.0,41.88761537,-87.62530112,Mural,,Nature found amidst the chaos and grit of the urban landscape. It's bright and alien with a lot of movement. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
174,Raul Ra,untitled,2017,25 E Monroe St,60603.0,41.88066939,-87.62680815,Mural,,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
175,"Jospeh ""Sentrock"" Perez",Follow Your Dreams,2018,2845 S Komensky Ave,60623.0,41.839311,-87.725158,Mural,,"This mural is intended give students at Eli Whitney a reminder to no give up on their goals and to always follow their dreams. The mural depicts a cat holding a school diploma along with the phrase ""Follow your dreams"""
176,Tracy Van Duinen,I Will...,0,4730 North Sheridan Rd,60640.0,41.96813738,-87.65495695,Mural,,"Artist: Tracy Van Duinen Assitant: Todd Osborne the images that make up the macro design reveal what takes place at the agency. This includes the psychiatric, social work, hip hop workshops, tech center, art and circus acrobatics programs. The figures are tracing from photographs taken from around the agency. The supporting text that surrounds these images competes their meaning. The words were collected from people working at every level from board members to the youth. The words also complete the title of the mural, I will... mentor, choose, grow, create, respect, inspire, etc."
177,Fonte,Fonte's World,2017,173 n State St,60601.0,41.88519764,-87.62778079,Mural,,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
178,Eelco Van Den Berg,Wild Life,2017,1306 S Michigan,60605.0,41.8655389,-87.62425739,Mural,,(Photo Credit: Sandra Steinbrecher) Wild life shows the animals in their changed habitat. Through the metaphor of today's society where we are packed up in it�s galaxy. All reaching for the same star.
179,Marry Tonnu,Letter K,2019,1907 N Mendell Street,60642.0,41.91695917,-87.66535085,Mural,,
180,"Olivia Gude, Marcus Jefferson, and Jon Pounds",I Welcome Myself to a New Place,1988,11235 South Cottage Grove Ave,60628.0,41.68989352,-87.61035692,Mural,,"Completed 1988. Artists Olivia Gude, Marcus Jefferson, and Jon Pounds. This collaborative mural was painted by a multi-generational group from Roseland and Pullman. The Artists worked with over 100 volunteers to create a mural that connects and unifies the two communities ""bridging the gap"". From 1988"
181,Chris Silva,Untitled,2016,2022 West Cermak Road,60608.0,41.8522701,-87.67680379999999,Mural,,
182,Bernard Williams,Feed Your Child the Truth,1994,819 E. 50th Street,60615.0,41.803892,-87.60544,Mural,,"Completed 1994. Artist Bernard Williams. Feed Your Child the Truth is a celebration of African-American arts and culture. Mural images include African masks, Reverend Jessie 'Ma' Houston, and other community members. From 1994"
183,Chris Silva,Triple Heart Bypass,2015,2944 West 26th St,60623.0,41.84474582,-87.69949581,Mural,,This mural was created with 15 Yollocalli youth interns/collaborators with lead Artist Chris Silva in the summer of 2015.
184,Justus Roe,Longroom West,2013,1612 W Irving Park Rd #1,60613.0,41.95439275,-87.66958709,Mural,,abstract landscape painting
185,Cyd Smillie,"""After Vivaldi""",2014,5300 N Elston Ave,60630.0,41.97739667,-87.75546963,Mural,,Painted mural on both sides of Metra underpass on Elston. It features images of flore and fauna of the area thru the four season. This mural was funded by local businesses and painted with the help of community residents.
186,Lunar New Year,Welcome to Loyal Yolotl,2013,2801 South Lawndale Ave,60623.0,41.84059445,-87.71698352,Mural,,"Led by Newark-based street Artist Lunar New Year, This mural was painted in the summer of 2014."
187,Justus Roe,Norridge,2019,8213 W Berwyn Ave,60656.0,41.97532879,-87.83234712,Mural,,abstract landscape painting
188,Tony Passero,Under LSD Mural,2017,4400 N Lake Shore Drive,60613.0,41.96202716,-87.64663966,Mural,,
189,Christian  Estrada Paz,Monarch Odyssey,2020,3036 W. Newport Ave,60618.0,41.943909999999995,-87.70361,Mural,,
190,Sam Kirk,Las Puertas de Paseo Boricua,2017,2716 West Division St,60622.0,41.90305045,-87.69515290000001,Mural,,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
191,Mac Blackout,Alley of Dreams,2018,2424 N Lincoln Ave,60614.0,41.92593792,-87.64966458,Mural,,Mural on exterior ally wall of Lincoln Hall.
192,Ricky Lee Gordon,"I am you, you are me",2016,634 S. Wabash,60605.0,41.87366551,-87.62612548,Mural,,"(Photo Credit: Sandra Steinbrecher) Ricky Lee Gordon is a self-taught artist born in Johannesburg, previously working under the pseudonym Freddy Sam. In this piece Gordon deals with non-duality and interconnectedness.
While working on this piece Gordon state, � I chose to paint the leather jacket to connect with the hide of the horse. Fashion has become a second skin . . .  it seems to be a way for us to feel included and give us a sense that we belong or fit in.� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016"
193,Retna,Provocateurs Series,2014,33 E. Congress,60605.0,41.87557316,-87.62637611,Mural,,"Columbia College Chicago has teamed up with Shepard Fairey (OBEY series, Obama HOPE) and three other Art Alliance: The Provocateurs artists to showcase their work in the Wabash Arts Corridor as part of the exhibition with Lollapalooza. Four of the top names in subversive street art�Shepard Fairey, Cleon Peterson, POSE, and RETNA�have used the corridor as their �living urban canvas,� injecting provocative, large-scale artworks into one of Chicago�s major emerging art scenes. The outdoor art, as part of the Wabash Arts Corridor, will remain indefinitely.
�Street art and graffiti are no longer strictly defined as vandalism and deserves to be recognized as a valid and important art genre,� said Shepard Fairey, artist and curator of The Provocateurs. �It challenges the notion that public space should be dominated by advertising and government signage. Columbia College and the City of Chicago have enthusiastically supported our outdoor mural project.�"
194,Renee Robins,Kaleidoscope of Hidden Worlds,2017,100 West Fullerton Pkwy,60614.0,41.926212799999995,-87.63140532,Mural,,
195,Brett Whitacre,upnup,2018,5347 N. Clark Street,60640.0,41.97941448,-87.66814328,Mural,,
196,Chicago Math and Science Academy Art Students,We are Titans,2019,7212 N Clark Street,60626.0,42.01303498,-87.67485599,Mural,,
197,"Jospeh ""Sentrock"" Perez",Fly Higher,2016,1901 South Wood St,60608.0,41.85585969,-87.67089948,Mural,,"In the spring of 2016, a select group of street art students helped Sentrock complete this mural in Pilsen (just a few blocks from our mothership, the National Museum of Mexican Art)."
198,Elaine Miller,Farmer's Market Mural,2017,1815 W 95th St,60643.0,41.72102669,-87.66812934,Mural,,
199,"Ricardo Martinez, FEDZ, Thomas, Axel",Alley Wall Project,2012,1401 W 18th St,60608.0,41.85776469,-87.66138509,Mural,,"Thanks to Alderman Solis and his Art in Public Spaces Initiative, Yollocalli Youth have been able to create works of art in the alley by their 1401 W 18th street building."
200,Michelle Caton and Calvin Jones,Another Time Remembers my Passion's Humanity,1979,3947 South Michigan Ave,60653.0,41.82241688,-87.62303736,Mural,,
201,Rodney Duran,King of the Streets,2019,4600 N Magnolia Ave,60640.0,41.96543519,-87.66117219,Mural,,
202,Justus Roe,Standing Wave,2016,1001 S State St,60605.0,41.86983981,-87.62733224,Mural,,abstract landscape painting
203,Kristal Pacheco,People's Park Mural,2000,6200 South Drexel Ave,60637.0,41.7821713,-87.60449190000001,Mural,,2000. Artist K. Pacheco. This Woodlawn area mural highlights the important and influential people of the area.
204,Sam Kirk,Las Puertas de Paseo Boricua,2017,2647 West Division St,60622.0,41.90284248,-87.69383254,Mural,,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
205,Ouizi,West Town in bloom,2019,"1914 W. Chicago Ave, Chicago IL 60622",60622.0,41.89604998,-87.67526671,Mural,,mural
206,Marry Tonnu,Letter W,2019,1324 W Concord Place,60642.0,41.91240433,-87.66153051,Mural,,
207,Eduardo Kobra,Muddy Waters Tribute,2016,17 N State,60602.0,41.88245665,-87.62770005,Mural,,"(Photo Credit: Sandra Steinbrecher) Brazilian artist, Eduardo Kobra specializes in �memory walls,� meaning  that are specific to the community in which he is painting and evoke a certain nostalgia within the residents of that specific area. Chicago�s �memory wall� depicts legendary blues musician, Muddy Waters, was the perfect icon for this monumental wall.
The creation of this mural was a team effort and thanks go to several people, including Marc Realty, Beauty and Brawn Gallery & Think Space!"
208,Diego Aguilar,Airplanes,2020,2900 W. Chicago Ave,60622.0,41.895811,-87.699483,Mural,,Paint
209,Daniel Manrique Arias,"Hands In Solidarity, Hands In Freedom",1997,37 South Ashland Ave,60607.0,41.88026691,-87.66661644,Mural,,Artist Daniel Manrique Arias. 1997. Also known as the Cross-Border Community/Labor Mural Project. The mural is located on the United Electrical Workers Union Hall and was completed with the help of young Chicago Artists. From 1997
210,Justus Roe,Coles,2018,2338 N Milwaukee Ave,60647.0,41.92359712,-87.69871397,Mural,,abstract landscape painting
211,"Sandra Antongiorgi, Andy Bellomo, and Sam Kirk",The Love I Vibrate,2017,3245 North Halstead Street,60657.0,41.94130275,-87.64916269,Mural,,"Located at the Howard Brown Health Center, the mural features an image of holistic healer and interdisciplinary artist Kiam Marcelo Junio, and pays tribute to the countless artsits, hard-working activists, healers, teachers, leaders, and queers who work to bring the community together."
212,Nicole Beck,Peace Mural Project (Phase II)- We Pledge Allegiance Mural,2014,4918 W. 64th Street,60638.0,41.77665106,-87.74555108,Mural,,"We worked together collaboratively in this art program and became friends. We learned how to express ourselves through
art when we created designs about how to respect nature here in Illinois. We learned to work as a team creating this
beautiful gift to our school, our garden and our playground. We created a peaceful space for nature & play.
This mural was inspired by this garden and our playground at Fleming that is right across the street from Midway Airport.
Last year�s mosaics were about Peace. This year�s mural was about nature and taking care of nature.
We designed a mural that is based on the American Flag covered in patterns and images from Midwestern birds, insects,"
213,Reynaldo Rodriguez,Las Puertas de Paseo Boricua,2017,2735 West Division St,60622.0,41.90282362,-87.69583673,Mural,,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
214,Marcos Raya,Preventing WWIII,1980,2350 West 18th St,60608.0,41.85743699,-87.68541235,Mural,,
215,Anthony Lewellen,Untitled,2019,4615 N Clifton Ave,60640.0,41.96589726,-87.65871665,Mural,,
216,Marry Tonnu,Letter A,2019,1721 N Elston Ave,60642.0,41.91372879,-87.66422291,Mural,,
217,Sub(urban) Warrior,,2018,1551 W Homer Street,60642.0,41.91720864,-87.66683738,Mural,,"(sub)urban warrior is an artist working out of the Chicago suburbs with an urban vibe to her work. She is influenced by street art and fine art masters, and she blends the two genres together, paying homage to each of them in her own way."
218,Andrea Dunn,The Wave,2017,619 S. Wabash,60605.0,41.8739881,-87.62583967,Mural,,"(Photo Credit: Columbia College Chicago) ""The Wave"" is part of a larger series called �Plastic Paradise,� which explores the relationship of man-made materials and natural landscapes. In the series, plastic bags are carefully sculpted into abstract scenes through posing and lighting. This specific image gives the illusion of depth to the building's facade while the vibrant blues bring energy to the city block. Andrea Dunn was the winner of the 2016 People�s Choice WAC mural, and also won the alumni design contest for the photo project that hangs above the new ShopColumbia."
219,Jeff Zimmermann,The People of the Garden,2018,4211 West Diversey Ave,60639.0,41.93161734,-87.73192907,Mural,,"Celebrated nationally and internationally for his murals, Zimmermann uses pop culture imagery, combined with thoughtful portraits of everyday residents, to celebrate and comment on the communities he memorializes in his murals."
220,Justus Roe,Hawthorne,2019,"3319 N Clifton Ave, Chicago, IL 60657",60657.0,41.94228994,-87.65767253,Mural,,abstract landscape painting
221,Jeffery Cook and Phil Schuster,Calling Forth the Spirit of Peace,1993,3200 West North Ave,60647.0,41.910224299999996,-87.70703651,Mural,,"Completed 1993. Artists Jeffery Cook and Phil Schuster. This cement relief mural is located on the wall of the Illinois National Guard Armory. The artists worked with a youth team, who helped them decide the mural should reflect a message of peace, an important message for the violence filled neighborhood and the United States Military. From 1993"
222,Rodney Duran,Bison,2019,4654 North Broadway,60640.0,41.96675345,-87.65849862,Mural,,
223,Todd Osborne and Tracy VanDuinen,"Sauganash Mural Project, South Wall",2013,4300 W. Peterson Avenue,60646.0,41.99014944,-87.73627807,Mural,,
224,Amuse126,untitled,2019,"1916 W. Chicago Ave, Chicago IL 60622",60622.0,41.89604872,-87.67535123,Mural,,fa�ade mural
225,Damon Reed,Chicago Christian Industrial League Mural & Bricolage,2008,1146 South California Ave,60612.0,41.86689419,-87.69605988,Mural,,
226,Lauren Asta,untitled,2017,"1913 W. Chicago Ave, Chicago IL 60622",60622.0,41.895832299999995,-87.67514009,Mural,,fa�ade mural
227,Chad Kouri,MAKE,2011,1549 N Bell Ave,60622.0,41.91000379,-87.68340625,Mural,,
228,Dzine and Olivia Gude,Aren't I A Womyn?,1993,1147 North Western Ave,60622.0,41.90262318,-87.68686934,Mural,,"Artist Dzine and Olivia Gude. 1993. This spraypaint and acrylic mural is located at Clemente High School. The 107 ft. mural includes text and images that celebrate the strength of ""Third world women"". From 1993"
229,Marry Tonnu,Letter S,2019,1411 W Wabansia Ave,60642.0,41.91327975,-87.66306441,Mural,,
230,Sam Kirk,Si Se Puede,2017,13th and Michigan,60605.0,41.865789,-87.62472,Mural,,
231,REMED,Pajaro Cosmico,2013,1600 South Ashland Ave,60608.0,41.85955978,-87.66634385,Mural,,This mural was painted by Yollocalli youth & lead Artist REMED in the summer of 2013 through Pilsen's Art in Public Places Initiative.
232,Sam Ramirez,Scully on Clark,2016,4913 N Clark Street,60640.0,41.97215652,-87.66772009999998,Mural,,
233,Marcus Akinlana,Memory Masks,1992,1525 West 60th St,60636.0,41.78483675,-87.66307056,Mural,,"Completed 1992. Artist Marcus Akinlana. The three large scale ""Memory Masks"", located on the exterior of the Boulevard Arts Center, represent the tri-cultural heritage prevalent amoung Chicago's population."
234,Cyd Smillie,Baseball Rules,2016,430 W 35th Street,60616.0,41.83097343,-87.63749845,Mural,,"The south wall, �Baseball Rules� is based on a movie quote, �There is only three rules in baseball: you throw the ball, you hit the ball, you catch the ball� with images of Jack McDonald pitching, Frank Thomas hitting and Carleton Fisk, and Dwayne Wise."
235,Marry Tonnu,Letter F,2019,1304 W Cortland Street,60642.0,41.91719946,-87.66038688,Mural,,
236,Ella & Pitr,Untitled,2016,527 S. Wells,60607.0,41.87508903,-87.63349916,Mural,,"(Photo Credit: Sandra Steinbrecher) While working on this project Ella + Pitr stated, �Our inspiration for the Native American of Chicago is the roots of America. Chicago is an old native name and the story of the city is directly linked with native people� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016"
237,Johanna Poethig,Loop Tattoo,2005,63 East Lake St,60601.0,41.88561970000001,-87.62576044,Mural,,Artist: Johanna Poethig. 2005.
238,Brandin Hurley,Community Sparks Innovation,2020,4101 N Broadway,60613.0,41.95717,-87.65202,Mural,,
239,Green Star Movement,Woodlawn Gateway at 65th,2018,1415 East 65th St,60637.0,41.77682307,-87.5902564,Mural,,"Green Star Movement, with the help of approximately 500 volunteers, created this mosaic to celebrate the Woodlawn neighborhood and its culture. Elaborate portraits of notable figures, including Barack Obama, Michelle Obama, and singer Minnie Riperton are shaped out of tile. Photographs embedded in the material memorialize other former residents—including Emmett Till and Muhammad Ali. Further highlighting Woodlawn’s rich history, imagery from the front page of the Chicago Crusader, a newspaper headquartered in the neighborhood, is prominently displayed within the mosaic."
240,Molly Z,Grow and Flow,2020,1319 W Wilson Avenue,60640.0,41.9652373,-87.66336940000001,Mural,,The Public Barber
241,Rojo,untitled,2017,25 E Monroe St,60603.0,41.88066939,-87.62680815,Mural,,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
242,Tarachy,Who Do You Love?,2016,72 E. 11th Street,60605.0,41.86940381,-87.62483711,Mural,,"(Photo Credit: Sandra Steinbrecher) While working on this project Tararchy stated, �The images of people at peace, in yoga poses, are meant to inspire and suggest peace. The snake is a rich symbol in our collective unconscious and is meant as a reminder of our �dark-side�-  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016"
243,Bunny!XLV (AKA James Nienhuis),"""Take off""",2018,1857 W Chicago Ave,60622.0,41.89584436,-87.67441024,Mural,,"Mural titled �Take Off� commissioned by property owner to add to the already colorful stretch of Chicago Avenue in Ukranian Village. The elephant is as a symbol of good luck. Also, a nod to Save The Elephant."
244,REMED,Home of the Heart,0,2801 South Ridgeway,60623.0,41.84057466,-87.71820602,Mural,,
245,Collaboration: Lie and Lucx,rise & shine,2016,"1760 W. Chicago Ave, Chicago IL 60622",60622.0,41.89610267,-87.67211595,Mural,,mural
246,Carol Yasko,Under City stone,1972,5506 South Lake Park Ave,60637.0,41.79493407,-87.58773626,Mural,,
247,Afrokilla,Your Place or Mime?,2019,251 N. Garland Court,60601.0,41.88649773,-87.6251595,Mural,,"This mural is dedicated to ""2019 Year of Chicago Theatre"" depicting two mimes that each represent happy and sad emotions through theatre. The skull is a representation of spiritual connectivity, a signature mark by Chicago artist, Afrokilla. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation."
248,Blake Jones,,2018,1551 W Homer Street,60642.0,41.91720864,-87.66683738,Mural,,"Blake Jones is an artist that works with bright colors, animated characters, and so much creativity that shows throughout his artwork"
249,John Vergara,Las Puertas de Paseo Boricua,2017,2554 West Division St,60622.0,41.90308144,-87.6916373,Mural,,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
250,Justus Roe,North Center,2019,4015 N Maplewood Ave,60618.0,41.95448986,-87.69193459,Mural,,abstract landscape painting
251,Marry Tonnu,Letter O,2019,1690 N Elston Ave,60642.0,41.91290391,-87.66394498,Mural,,
252,Justus Roe,Seiche,2013,1400 w. Estes st.,60626.0,42.01167188,-87.66589537,Mural,,abstract landscape painting
253,Pop Up Mural Shop,Bidi Bidi Bom Bom,2014,2506 South Kedzie Ave,60623.0,41.84607182,-87.70523412,Mural,,"This Selena-inspired mural was created by Yollocalli youth interns Joe Mora, Gilberto Sandoval, Fatima Garcia & Gabriela Ibarra, aka the Pop Up Mural Shop,  in the summer of 2014."
254,Aurelio Diaz,Galeria del Barrio,1972,1302 West 16th St,60608.0,41.85983376,-87.65907732,Mural,,
255,Ivan Brunetti,Rectangular Women,2017,619 S. Wabash,60605.0,41.8739881,-87.62583967,Mural,,"(Photo Credit: Columbia College Chicago) I was obsessed for a time with creating a statuesque yet cartoon-like image ""drawn"" with painter's tape, using only perpendicular and parallel lines (and no diagonals), in which the wall color served also as the line. I also hoped the boxiness of the resulting image would interact playfully with all the nearby architecture. This piece was created specifically for the new ShopColumbia space."
256,Heidi Unkefer,Slime Mountain,2015,623 S. Wabash,60605.0,41.87390846,-87.62583771,Mural,,"Columbia alumni, Heidi Unkefer, composes her largest mural to date in her signature illustrative style.  Heidi was chosen as the winner of the second WAC alumni competition hosted by Columbia College Chicago."
257,Amuse 126,High Tide,2016,777 S. State,60605.0,41.87185333,-87.62738022,Mural,,"(Photo Credit: Sandra Steinbrecher) AMUSE 126, a Chicago native, lures an unaware audience into a new dimension of abstract typography and illustrative design with his murals.  Chicago Truborn Gallery and Group Fox partnered with the Wabash Arts Corridor to bring this piece to life as part of the inaugural Big Walls festival!"
258,Justus Roe,The Valley North,2019,1551 S Blue Island Ave,60608.0,41.86038369,-87.65883644,Mural,,abstract landscape painting
259,"Calvin Jones, Justine Devan, and Mitchell Caton",A Time To Unite,1976,4043 South Drexel Blvd,60636.0,41.82040592,-87.6044939,Mural,,"1976. Artists Calvin Jones, Justine Devan, and Mitchell Caton. A Time To Unite was created as a call to renew racial solidarity. The mural includes images of neighborhood residents in order ""to portray the historic unity of family, community, cultural heritage, and nation in the African-American tradition"". From 1976"
260,Brett Whitacre,Come to Light,2011,5659 North Lake Shore Dr,60660.0,41.98555677,-87.65336148,Mural,,"Completed: 2011 Artist: Brett Whitacre Come to Light, was designed to represent a change in light over the course of a day and also the change that happens within each of us. From one wall to the next wall, The artist wanted the size, color, shape, and details of the piece to change as it traveled from one wall through the second and to the last one."
261,Amanda Paulson,Tribute to the Fish of Lake Michigan,2011,1400 W Pratt Blvd,60626.0,42.00547,-87.66628,Mural,,
262,Olivia Gude and Juan Angel Chavez,Fellows and Others Mural,1997,3149 South Halsted St,60608.0,41.83665368,-87.64609834,Mural,,"1997. Artists Olivia Gude and Juan Angel Chavez. This amazing mural spans over 2500 sq ft across the facade of the Fellowship House. The mural explores the theme of who is an other and who is considered a fellow. The mural deals with the issue of racism in the community. The end result is serious and meaningful but also fresh, colorful and energetic. From 1997"
